name_code	distribution
382370	Distributed in the Indo-West Pacific from East Africa to the Indo-Malayan Archipelago; Taiwan, Philippines, Melanesia (except Fiji), Molucca Islands, Northern Australia, New Guinea, Solomon Islands, and Vanuatu. It is found in southern, southeastern and n
382371	Distributed in the Indo-West Pacific from Red Sea and East Africa to northern Australia and Melanesia (except Fiji), north to southern Japan, Ryukyu Islands, Taiwan, and Philippines. It is found in southern, southwestern and northern Taiwanese waters; and
382372	Distributed in the western Central Pacific from East Africa and Indonesia to the Solomon Islands, north to the Philippines and New Britain, Papua New Guinea south to northern Australia and Vanuatu; Belau [=Palau] in Micronesia. Reported from New Caledonia
382373	Distributed in the Indo-Pacific from East Africa to the Line and Tuamoto islands, north to Japan, south to Australia. It is found in southern and northeastern Taiwanese waters; and Siao Liouciou, southwestern Taiwan and Lanyu, southeastern Taiwan.
382374	Distributed in the Indo-Pacific from East Africa to the Pitcairn, Hawaiian, and Line island groups; north to Japan. It is found in eastern Taiwanese waters, and Lanyu, southeastern Taiwan.
382375	Distributed in the Indo-Pacific from East Africa to the Hawaiian, Marquesan, and Pitcairn Islands, north to the Ryukyu and Bonin Islands, south to Lord Howe Island and Rapa; throughout Micronesia. It is found in southern Taiwanese waters, and Lanyu, south
382376	Distributed in the Indo-Pacific from Red Sea and East Africa to the Marshall and Society Islands; Australia northward to the Ryukyu Islands. It is found in southern and northern Taiwanese waters, and Lanyu, southeastern Taiwan.
382377	Distributed in the Indo-Pacific from Red Sea and East Africa to the Pitcairn and Marshall island groups; Australia northward to Japan. It is a common species in Taiwan except western part.
382378	Distributed in the Indo-West Pacific from East Africa to Marquesan, Society and Tuamoto Islands, north to the Ryukyu Islands. It is found in southern Taiwanese waters; and Lanyu, southeastern Taiwan.
382379	Known only from Madang, Papua New Guinea, and Taiwan, but certainly more widespread.
382380	Distributed in the western Pacific from Indonesia to Vanuatu, north to the Ryukyu Islands, south to Scott Reef and New Caledonia; throughout Micronesia. It is found in southwestern and southern Taiwanese waters; and Lanyu, southeastern Taiwan.
382381	Distributed in the western Pacific from southern Japan to Christmas Island, northern Australia (Rowley Shoals and Scott Reef), and Fiji. It is a common species in Taiwan except western part.
382382	Distributed in the western Pacific from Indonesia to Fiji, north to Ryukyu Islands, south to New Caledonia; Kapingamarangi and Marshall Islands in Micronesia. It is found in southern and northern Taiwanese waters; Lanyu, southeastern Taiwan.
382383	Distributed in the Indo-West Pacific from Christmas Island in the eastern Indian Ocean to the Solomon Islands, north to Ryukyu Islands, south to New Caledonia; Palau in Micronesia. It is found in southern Taiwanese waters.
382384	Distributed in the Indo-West Pacific from Sri Lanka, Andaman Sea, Cocos-Keeling Islands, Christmas Island, Ashmore Reef, the Indo-Australian Archipelago, and Oceania in general as far east as the Line and Tuamoto islands, ranging northward to southern Jap
382385	Distributed in the western Pacific, including Taiwan, Philippines, New Guinea, Rowley Shoals, Great Barrier Reef, and Palau (Belau), Truk, and Pohnpei in Micronesia. It is very rare and only found in Lyudao, southeastern Taiwan.
382386	Distributed in the Indo-West Pacific, including Andaman Sea (Phuket), Indo-Malayan Archipelago, the GBR, and islands of Melanesia and Tonga; occurs northward to the Ryukyu Islands. It is found in southern Taiwanese waters.
382387	Distributed in the western Pacific from Indo-Australian Archipelago, Indonesia, Palau, and Yap in Micronesia to Fiji and New Caledonia, north to Taiwan, and Ryukyu Islands. Also known from the Andaman Sea and Rowley Shoals, Western Australia in the easter
382388	Distributed in the Indo-West Pacific from Maldives and Sri Lanka to Vanuatu, north to southern Japan; south to northwestern Australia and New Caledonia. It is found in southern Taiwanese waters; Penghu Islands, western Taiwan; Siao Liouciou, southwestern
382389	Distributed in the eastern Indian Ocean and western Pacific including Indonesia (Flores and Moluccas Islands), western Australia (Rowley Shoals), northern GBR, Coral Sea, Papua New Guinea, Solomon Islands, north to the Philippines, Taiwan, and Ryukyu Isla
382390	Distributed in the Indo-Pacific from East Africa to the Tuamoto Islands, north to Taiwan, south to Lord Howe Island. It is found in southern Taiwanese waters.
382391	Distributed in the Indo-West Pacific from Maldives to Rowley Shoals, New Caledonia, and Fiji, north to the Philippines and Ryukyu. It is found in southern, southwestern and northern Taiwanese waters, and Penghu Islands.
382392	Known only found in Philippines and Taiwan. It is found in southern Taiwanese waters; and Siao Liouciou, southwestern Taiwan.
382393	Distributed in the western Pacific, including Indo-Malayan Archipelago, Taiwan, and the Ryukyu Islands. It is found in southern Taiwanese waters.
382394	Distributed in the Indo-West Pacific from  Sri Lanka, Andaman Sea (Phuket), and Indo-Australian Archipelago eastward to New Britain, Solomon Islands, Santa Cruz Islands, and Vanuatu, north to Japan. It is a common species in Taiwan except western part.
382395	Distributed in the Pacific Ocean from southern Japan to Australia (North-West Shelf and the Great Barrier Reef) and Kiribati. It is found in southern Taiwanese waters.
382396	Widespread in the Indo-West Pacific, but known only from a few scattered localities including Mauritius, Ryukyu Islands, Taiwan, Great Barrier Reef in Australia, and the Loyalty, Fiji, and Samoa Islands. It is found in southern Taiwanese waters.
382397	Distributed in the Indo-West Pacific from Red Sea and Persian Gulf to the Ryukyu Islands, Taiwan, Indonesia, New Guinea, and northern Australia. It is found in southern, southwestern and northeastern Taiwanese waters, and Penghu Islands.
382398	Distributed in the Indo-Pacific from Seychelles and Reunion to the Line and Tuamoto Islands, north to the Ryukyu Islands, south to New Caledonia; throughout Micronesia. It is found in southern Taiwanese waters; Lyudao and Lanyu, southeastern Taiwan.
382399	Known only from Japan and Taiwan. It is commonly found in southern and northern Taiwanese waters.
382400	Known only from the east coast of Australia - Great Barrier Reef, Queensland, and New South Wales. More recently reported from Taiwan and Ouv&#233;a Atoll, Loyalty Islands. It is commonly found in southern and northern Taiwanese waters; and Lyudao, southe
382401	Distributed in the Pacific Ocean including New Caledonia and the Gilbert, Line, Phoenix, Samoa, Tuamoto, Marquesan island groups and Taiwan. It is found in northeastern and northern Taiwanese waters.
382402	Distributed in the Indo-Pacific from East Africa to eastern Oceania, including the Hawaiian and Easter islands, north to the Ryukyu Islands, south to Australia and the Kermadec Islands Throughout Micronesia; also Agalega Islands. It is commonly found in s
382403	Distributed in the eastern Indian Ocean: Christmas Island; northwest Pacific: Taiwan and Marcus Island (Minami Tori Shima). It is found in northeastern Taiwanese waters, and Lanyu, southeastern Taiwan.
382404	Distributed in the Indo-Pacific from Red Sea and East African coast to the Line and Society Islands, north to the Ryukyu and Bonin Islands, south to New Caledonia and Tonga; throughout Micronesia. It is found in southern and southwestern Taiwanese waters.
382405	Distributed in the Indo-Pacific from Red Sea and East Africa to the Line, Marquesan, and Tuamoto islands, north to the Ryukyu and Bonin islands, south to New Caledonia and Tonga; throughout Micronesia. Excluding the Hawaiian Islands. It is found in southe
382406	Distributed in the Indo-Pacificfrom Ryukyu Islands, encompassing the Indo-Malayan Archipelago, Western Australia north of Abrolhos Islands; reaching eastward along the northern margin of the tropical Indian Ocean to Sri Lanka and India; very rare and only
382407	Distributed in the Indo-West Pacific, including Red Sea and Mozambique Channel; also known from Australia, China and Japan;  found in southern western and northern Taiwanese waters, and Penghu Islands.
382408	All oceans except the eastern Pacific. It is found in southern Taiwanese waters.
382409	Distributed in the Indo-West Pacific, including Mozambique and South Africa, Japan and the East China Sea. Southeast Atlantic: Cape, South Africa. It is occasionally found in Northeastern Taiwanese waters.
382410	Circumglobal in tropical and tropically influenced seas. It is a common species in Taiwan except eastern part.
382411	Circumglobal in tropical and tropically influenced seas. It is found in southern and northern Taiwanese waters, and Siao Liouciou, southwestern Taiwan.
382412	Presently known in Indo-West Pacific from northwestern Australia and western Sumatra to southern Japan; also known from near Mascarene Islands in western Indian Ocean. It is found in northern and northeastern Taiwanese waters.
382413	Distributed in the Indo-Pacific from Red Sea and southern Africa to southern Japan and northern Australia and through the central Pacific to French Polynesia. Reported from Easter Island. It is found in southern Taiwanese waters; Lyudao, southeastern Taiw
382414	As presently construed, in Indo-West Pacific and generally confined to region from both east and west coasts of Australia northward to Andaman Sea and southern Japan. It is common in waters around Taiwan.
382415	Distributed in the Indo-West Pacific from Red Sea and Reunion to Japan, northern Australia and Samoa. It is a common species in Taiwan except eastern part.
382416	In coastal areas of northern Indian Ocean from Persian Gulf eastward and into West Pacific from northern Australia and Solomon Islands northward to Taiwan. It is found in southwestern and southern Taiwanese waters.
382417	Distributed in the western Pacific from southern Japan to Philippines. It is found in northeastern Taiwanese waters.
382418	Distributed in the western Pacific, including thus far recorded from Japan, South China Sea, Sulawesi, New Guinea and Samoa. It is found in southern Taiwanese waters.
382419	Distributed in the Indo-West Pacific from  Red Sea to South Africa; southern Japan to the Arafura Sea, western Australia and Queensland. It is found in northeastern and western Taiwanese waters.
382423	Distributed in the Indo-Pacific from Maldives and Laccadives to Fiji; north to Ryukyu Islands, south to the Great Barrier Reef. Throughout Micronesia. It is found in southern Taiwanese waters; Lyudao and Lanyu, southeastern Taiwan.
